title,authors,conference_name,conference_year,link
A Multi-Modal Contrastive Diffusion Model for Therapeutic Peptide Generation.,"Yongkang Wang, Xuan Liu, Feng Huang, Zhankun Xiong, Wen Zhang","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27749
Towards Automated RISC-V Microarchitecture Design with Reinforcement Learning.,"Chen Bai, Jianwang Zhai, Yuzhe Ma, Bei Yu, Martin D. F. Wong","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27750
Generating Novel Leads for Drug Discovery Using LLMs with Logical Feedback.,"Shreyas Bhat Brahmavar, Ashwin Srinivasan, Tirtharaj Dash, Sowmya Ramaswamy Krishnan, Lovekesh Vig, Arijit Roy, Raviprasad Aduri","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27751
SeGA: Preference-Aware Self-Contrastive Learning with Prompts for Anomalous User Detection on Twitter.,"Ying-Ying Chang, Wei-Yao Wang, Wen-Chih Peng","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27752
Neural Embeddings for kNN Search in Biological Sequence.,"Zhihao Chang, Linzhu Yu, Yanchao Xu, Wentao Hu","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27753
i-Rebalance: Personalized Vehicle Repositioning for Supply Demand Balance.,"Haoyang Chen, Peiyan Sun, Qiyuan Song, Wanyuan Wang, Weiwei Wu, Wencan Zhang, Guanyu Gao, Yan Lyu","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27754
GIN-SD: Source Detection in Graphs with Incomplete Nodes via Positional Encoding and Attentive Fusion.,"Le Cheng, Peican Zhu, Keke Tang, Chao Gao, Zhen Wang","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27755
Deep Quantum Error Correction.,"Yoni Choukroun, Lior Wolf","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27756
Propagation Tree Is Not Deep: Adaptive Graph Contrastive Learning Approach for Rumor Detection.,"Chaoqun Cui, Caiyan Jia","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27757
Prompt to Transfer: Sim-to-Real Transfer for Traffic Signal Control with Prompt Learning.,"Longchao Da, Minquan Gao, Hao Mei, Hua Wei","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27758
Multitarget Device-Free Localization via Cross-Domain Wi-Fi RSS Training Data and Attentional Prior Fusion.,"Na Fan, Zeyue Tian, Amartansh Dubey, Samruddhi Deshmukh, Ross D. Murch, Qifeng Chen","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27759
Heterogeneous Graph Reasoning for Fact Checking over Texts and Tables.,"Haisong Gong, Weizhi Xu, Shu Wu, Qiang Liu, Liang Wang","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27760
Text-Guided Molecule Generation with Diffusion Language Model.,"Haisong Gong, Qiang Liu, Shu Wu, Liang Wang","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27761
Adversarial Robust Safeguard for Evading Deep Facial Manipulation.,"Jiazhi Guan, Yi Zhao, Zhuoer Xu, Changhua Meng, Ke Xu, Youjian Zhao","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27762
FlightBERT++: A Non-autoregressive Multi-Horizon Flight Trajectory Prediction Framework.,"Dongyue Guo, Zheng Zhang, Zhen Yan, Jianwei Zhang, Yi Lin","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27763
LogFormer: A Pre-train and Tuning Pipeline for Log Anomaly Detection.,"Hongcheng Guo, Jian Yang, Jiaheng Liu, Jiaqi Bai, Boyang Wang, Zhoujun Li, Tieqiao Zheng, Bo Zhang, Junran Peng, Qi Tian","38th AAAI 2024:
Vancouver, Canada",2024,https://doi.org/10.1609/aaai.v38i1.27764
