胡润百富榜年份,排名,排名变化,财富(人民币/亿),财富(美元/百万),财富变化,个人信息_人物关系,个人信息_姓名_中文,个人信息_姓名_英文,个人信息_性别,个人信息_年龄,个人信息_照片URL,个人信息_籍贯_中文,个人信息_籍贯_英文,个人信息_出生地_中文,个人信息_出生地_英文,个人信息_常住地_中文,个人信息_常住地_英文,个人信息_教育程度_中文,个人信息_教育程度_英文,个人信息_毕业院校,个人信息_专业_中文,个人信息_专业_英文,企业信息_公司名称_中文,企业信息_公司名称_英文,企业信息_公司总部_中文,企业信息_公司总部_英文,企业信息_行业_中文,企业信息_行业_英文
2024,808,5,65.0,920.0,-13%,个人,宗艳民,Zong Yanmin,男,60,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-济南,China-Shandong-Jinan,,,未知,,,天岳先进,Sicc,山东济南,Shandong,半导体材料,Semiconductors
2024,859,-104,63.0,890.0,-21%,个人,褚健,Chu Jian,男,61,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,中控技术,Supcon Technology,浙江杭州,Zhejiang,软件系统,SaaS
2024,859,-388,63.0,890.0,-50%,个人,樊铮,Fan Zheng,男,45,https://res.hurun.net/default/icon_men.jpg,,,中国-上海,,中国-北京,Beijing,,,未知,,,理想汽车,Li Auto,北京,Beijing,新能源汽车,E-cars
2024,859,-46,63.0,890.0,-16%,个人,黄关林,Huang Guanlin,男,58,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-宁波,China-Zhejiang-Ningbo,本科,Undergraduate,浙江工业,,,申洲针织,Shenzhou,浙江宁波,Zhejiang,纺织、服装,"Textiles, apparel"
2024,859,-388,63.0,890.0,-50%,个人,石毅峰,Shi Yifeng,男,50,https://res.hurun.net/default/icon_men.jpg,中国-山西-晋中,China-Shanxi-Jinzhong,中国-山西-晋中,China-Shanxi-Jinzhong,中国-北京,China -Beijing,,,未知,,,爱美客,Imeik,北京,Beijing,生物制药,Biotechnology
2024,859,-51,63.0,890.0,-19%,个人,王斌,Wang Bin,男,38,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南,,中国-四川-成都,Sichuan,,,未知,,,书亦餐饮,Shuyi,四川成都,Sichuan,餐饮连锁,Food & Beverages
2024,864,-51,62.0,870.0,-17%,个人,程先锋,Cheng Xianfeng,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,硕士,Master s,未知,,,亿帆鑫富,Yifan Xinfu Pharmaceutical,浙江杭州,Zhejiang,医药,Pharmaceuticals
2024,864,76,62.0,870.0,-5%,个人,戴珊,Dai Shan,男,48,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,本科,Undergraduate,杭州电子科技,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech"
2024,864,-3,62.0,870.0,-15%,个人,石克荣,Shi Kerong,男,67,https://res.hurun.net/default/icon_men.jpg,中国-北京,China-Beijing,中国-河北-廊坊,China-Hebei-Langfang,中国-河北-三河,China-Hebei-Sanhe,,,未知,,,汇福,Hopefull,河北廊坊,Beijing,食品,Food
2024,864,127,62.0,870.0,-2%,个人,寿柏年,Shou Bonian,男,62,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-杭州,China-Zhejiang-Hangzhou,本科,Undergraduate,浙大,,,绿城服务,Greentown,浙江杭州,Zhejiang,物业管理,Real estate
2024,864,76,62.0,870.0,-5%,个人,吴泳铭,Wu Yongming,男,49,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,,,,未知,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech"
2024,864,-109,62.0,870.0,-23%,个人,赵彤彤,Zhao Tongtong,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,,,,未知,,,华住,Home Inn,上海闵行,Shanghai,连锁酒店,Hotel chain 
2024,870,138,61.0,860.0,2%,个人,贾国龙,Jia Guolong,男,57,https://res.hurun.net/default/icon_men.jpg,中国-内蒙古-巴彦淖尔,China-Inner Mongolia-Bayangar,中国-内蒙古-巴彦淖尔,China-Inner Mongolia-Bayangar,中国-北京,China-Beijing,本科,Undergraduate,大连水产学院,,,西贝,Xibei,北京,Beijing,餐饮,Restaurants
2024,870,New,61.0,860.0,NEW,个人,姜龙,Jiang Long,男,50,https://res.hurun.net/default/icon_men.jpg,,,,,中国-山东-潍坊,,,,未知,,,歌尔股份,GoerTek,山东潍坊,Shandong,声学及多媒体产品,Electronic Components
2024,870,-57,61.0,860.0,-19%,个人,徐观宝,Xu Guanbao,男,67,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,传化,Chuanhua,浙江杭州,Zhejiang,化工、农业、投资,"Chemical, agriculture, Investments"
2024,870,138,61.0,860.0,2%,个人,尤金焕,You Jinhuan,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-温州,,,,未知,,,华峰,Huafeng ,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, aluminum, Investments"
2024,870,54,61.0,860.0,-10%,个人,赵凯,Zhao Kai,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-四川-成都,China - Sichuan-Chengdu,,,未知,,,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate"
2024,875,-120,60.0,850.0,-25%,个人,蔡开云,Cai Kaiyun,男,52,https://res.hurun.net/default/icon_men.jpg,,,,,中国-湖北-宜昌,,,,未知,,,稻花香,Hubei Daohuaxiang,湖北宜昌,Hubei,白酒,Liquor
2024,875,133,60.0,850.0,0%,个人,陈睿,Chen Rui,男,46,https://res.hurun.net/photo/000817_Chen_Rui.jpg,中国-四川-成都,China - Sichuan-Chengdu,中国-四川-成都,China - Sichuan-Chengdu,中国-上海,China-Shanghai,本科,Undergraduate,成都信息工程大学,,,哔哩哔哩,Bilibili,上海杨浦,Shanghai,视频弹幕网站,Video barrage
2024,875,-240,60.0,850.0,-37%,个人,杜伟民,Du Weimin,男,61,https://res.hurun.net/default/icon_men.jpg,中国-江西-南昌,China-Jiangxi-Nanchang,中国-江西-南昌,China-Jiangxi-Nanchang,中国-广东-深圳,China-Guangdong-Shenzhen,,,暨南大学,,,康泰生物,Biokangtai,广东深圳,Guangdong,生物医药,Biotech
2024,875,65,60.0,850.0,-8%,家族,辜侯天仪,Koo Hou Tien-I,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,台泥,Koos Group,台湾台北,Taiwan,水泥,Cement
2024,875,304,60.0,850.0,20%,个人,胡鹍辉,Hu Kunhui,男,33,https://res.hurun.net/default/icon_men.jpg,,,中国-广东-深圳,China-Guangdong-Shenzhen,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,亚辉龙,YHLO,广东深圳,Guangdong,生物科技,Biotech
2024,875,-174,60.0,850.0,-33%,夫妇,黄金祥,Huang Jinxiang,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-安徽-宣城,China-Anhui-Xuancheng,中国-安徽-宣城,China-Anhui-Xuancheng,,,未知,,,安徽广信,Anhui Guangxin,安徽宣城,Anhui,农药化肥、房地产,"Fertilizer, real estate"
2024,875,21,60.0,850.0,-14%,个人,金鑫,Jin Xin,男,57,https://res.hurun.net/default/icon_men.jpg,,,,,中国-辽宁-阜新,China-Liaoning-Xinxin,,,未知,,,大金重工,Dajin Heavy Industry,辽宁阜新,Liaoning,钢结构产品,Steel Products
2024,875,New,60.0,850.0,NEW,个人,柯利明,Ke Liming,未知,未知,https://res.hurun.net/default/icon_women.jpg,,,,Hubei,北京,Beijing,硕士,,澳大利亚格里菲斯大学,,,中国儒意,China Ruyi,香港,Hong Kong,娱乐,Entertainment
2024,875,124,60.0,850.0,-3%,家族,赖国贵,Lai Guogui,男,60,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,,,,未知,,,春风控股集团,Cfmoto,浙江杭州,Zhejiang,摩托车,Motorcycles
2024,875,-339,60.0,850.0,-45%,个人,李杰,Li Jie,男,49,https://res.hurun.net/default/icon_men.jpg,中国-四川,China - Sichuan,中国-四川,China - Sichuan,印度尼西亚-雅加达,Indonesia-Jakarta,,,未知,,,极兔速递,J&T Global Express,印度尼西亚雅加达,Indonesia,物流快递,Logistics
2024,875,272,60.0,850.0,13%,家族,李凯莉,Kelly Lee,女,未知,https://res.hurun.net/default/icon_women.jpg,,,,,中国-台湾-新北,Taiwan,,,未知,,,龙岩,Lungyen,台湾新北,Taiwan,殡葬服务,Life Services
2024,875,-62,60.0,850.0,-20%,个人,李平,Li Ping,男,60,https://res.hurun.net/default/icon_men.jpg,中国-江西-赣州,China-Jiangxi-Zhangzhou,中国-江西-赣州,China-Jiangxi-Zhangzhou,中国-广东-广州,China-Guangdong-Guangzhou,硕士,Master s,合肥工业,,,天高,Teamgo,广东广州,Guangdong,矿业开发、冶金贸易,"Mining, Metallurgy"
2024,875,133,60.0,850.0,0%,家族,李咏怡,Li Yongyi,女,未知,https://res.hurun.net/default/icon_women.jpg,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,,未知,,,粤丰环保,Canvestt,广东东莞,Guangdong,环保,Environmental Protection
2024,875,-62,60.0,850.0,-20%,个人,梁桐灿,Liang Tongcan,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,China-Guangdong-Foshan,中国-广东-佛山,China-Guangdong-Foshan,,,未知,,,宏宇,Hongyu,广东佛山,Guangdong,建筑陶瓷,Ceramics
2024,875,-62,60.0,850.0,-20%,个人,刘宝林,Liu Baolin,男,71,https://res.hurun.net/photo/000595_Liu_Baolin.jpg,,,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,中国-湖北-武汉,China -Hubei-Wuhan,,,未知,,,九州通,Jointown,湖北武汉,Hubei,医药流通,Pharmaceutical distribution
2024,875,133,60.0,850.0,0%,个人,楼天城,Lou Tiancheng,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,美国,,,,未知,,,小马智行,Pony.ai,广东广州,Guangzhou,自动驾驶技术,Automatic Driving Technology
2024,875,65,60.0,850.0,-8%,夫妇,鲁楚平,Lu Chuping,男,59,https://res.hurun.net/default/icon_men.jpg,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,中国-湖北-孝感,China -Hubei - A Sense of Filial Piety,中国-广东-中山,China-Guangdong-Zhongshan,本科,Undergraduate,华南理工,,,大洋电机,Broad-Ocean Motor,广东中山,Guangdong,工业电机,Electrical Equipment
2024,875,-62,60.0,850.0,-20%,夫妇,吕绍林,Lv Shaolin,男,51,https://res.hurun.net/default/icon_men.jpg,中国-湖南-邵阳,China -Hunan-Yuyang,中国-湖南-邵阳,China -Hunan-Yuyang,中国-江苏-苏州,China -Jiangsu-Suzhou,,,未知,,,博众精工,Bozhon Precision,江苏苏州,Jiangsu,自动化设备,Pharmaceuticals
2024,875,-14,60.0,850.0,-18%,父子,缪双大,Miao Shuangda,男,73,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,,,未知,,,双良,Shuangliang,江苏无锡,Jiangsu,空调设备,Air Conditioning
2024,875,215,60.0,850.0,9%,个人,沈波,Shen Bo,男,61,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,分布式资本,Fenbushi,上海虹口,Shanghai,投资,Investments
2024,875,65,60.0,850.0,-8%,家族,苏如春,Su Ruchun,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,华邦,Huabang,广东广州,Guangdong,房地产、建筑、投资,"Real Estate,Infrastructure,Investments"
2024,875,215,60.0,850.0,9%,夫妇,孙中伟,Sun Zhongwei,男,46,https://res.hurun.net/default/icon_men.jpg,,,中国-山东,China-Shandong,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,华宝新能,Hello Tech,广东深圳,Guangdong,便携储能电池、太阳能,Portable Batteries
2024,875,116,60.0,850.0,-5%,个人,童文红,Tong Wenhong,男,54,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech"
2024,875,-290,60.0,850.0,-40%,夫妇,王佳,Wang Jia,男,55,https://res.hurun.net/default/icon_men.jpg,,,中国-云南-昆明,China-Yunnan-Kunming,中国-北京,China-Beijing,硕士,Master s,复旦、宾夕法尼亚,,,启明星辰,Venustech,北京,Beijing,网络安全,Cyber Security
2024,875,-120,60.0,850.0,-25%,个人,王建东,Wang Jiandong,男,52,https://res.hurun.net/default/icon_men.jpg,中国-河北-邯郸,China-Hebei,中国-河北-邯郸,China-Hebei,中国-河北-邯郸,China-Hebei,,,未知,,,中建融东,CSCEC Rongdong,河北邯郸,Hebei,钢铁,Steel
2024,875,-206,60.0,850.0,-33%,个人,王明鎏,Wang Mingliu,男,41,https://res.hurun.net/default/icon_men.jpg,,,中国-四川-成都,China - Sichuan-Chengdu,中国-四川-成都,China - Sichuan-Chengdu,硕士,Master s,加拿大卑诗大学（UBC）、纽约大学,,,毛球科技,Tomorrow,四川成都,Sichuan,投资、区块链、游戏,"Investments, Blockchain, Gaming"
2024,875,-14,60.0,850.0,-18%,夫妇,王铭祥,Wang Mingxiang,男,46,https://res.hurun.net/default/icon_men.jpg,中国-江苏-南通,China-Jiangsu-Nantong,中国-江苏-南通,China-Jiangsu-Nantong,中国-江苏-南京,China-Jiangsu-Nanjing,硕士,Master s,北京中医药、南京理工,,,东华能源,Oriental Energy,江苏南京,Jiangsu,石油化工,Petrochemicals
2024,875,21,60.0,850.0,-14%,夫妇,王维东,Wang Weidong,男,47,https://res.hurun.net/default/icon_men.jpg,,,中国-甘肃-酒泉,China -Gansu - Jiuquan,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,赢合科技,Yinghe Technology,广东深圳,Guangdong,自动化设备,Industrial Equipment
2024,875,-487,60.0,850.0,-59%,夫妇,王宵锟,Wang Xiaokun,男,41,https://res.hurun.net/default/icon_men.jpg,,,,,中国-四川-成都,Sichuan,,,未知,,,茶百道,ChaPanda,四川成都,Sichuan,餐饮连锁,Food & Beverages
2024,875,282,60.0,850.0,15%,家族,王跃旦,Wang Yuedan,男,71,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,富佳实业,Furja,浙江宁波,Zhejiang,家用电器,Home appliances 
2024,875,-169,60.0,850.0,-29%,个人,王泽龙,Wang Zelong,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,中核钛白,CNNC,广东广州,Guangdong,钛白粉,Titanium Dioxide
2024,875,193,60.0,850.0,3%,个人,谢剑辉,Xie Jianhui,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-湖南-长沙,,,,未知,,,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Real estate, car sales, Investments"
2024,875,-67,60.0,850.0,-23%,个人,徐进,Xu Jin,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-安徽-淮北,China - Anhui - Huaibei,,,未知,,,口子窖,Kouzi Distillery,安徽淮北,Anhui,白酒,Liquor
2024,875,-290,60.0,850.0,-40%,个人,徐少春,Xu Shaochun,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-益阳,China-Hunan-Yiyang,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,东南,,,金蝶国际,Kingdee,广东深圳,Guangdong,财务软件,Financial Software
2024,875,-14,60.0,850.0,-18%,家族,杨受成,Albert Yeung,男,80,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,英皇,Emperor,香港,Hong Kong,房地产,Estate Holding
2024,875,-206,60.0,850.0,-33%,个人,袁莉萍,Yuan Liping,男,53,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,,,,未知,,,康泰生物,Kangtai Biological,广东深圳,Guangdong,生物医药,Biotech
2024,875,New,60.0,850.0,NEW,个人,张清森,Zhang Qingsen,未知,未知,https://res.hurun.net/default/icon_women.jpg,福建莆田,,,Fujian,广东深圳,Guangdong,本科,,仰恩大学,,,绿联科技,Ugreen,广东深圳,Guangdong,电子配件,Digital Products
2024,875,112,60.0,850.0,-6%,个人,张勇,Zhang Yong,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,本科,Undergraduate,上财,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech"
2024,875,New,60.0,850.0,NEW,家族,张重兴,Chang Chung Hsing,未知,未知,https://res.hurun.net/default/icon_women.jpg,,,,,台湾台中,Taiwan,,,未知,,,台湾精锐,Apex Dynamics,台湾台中,Taiwan,工业机械,Industrial Machinery
2024,875,21,60.0,850.0,-14%,家族,赵满堂,Zhao Mantang,男,64,https://res.hurun.net/default/icon_men.jpg,,,中国-甘肃-天水,China -Gansu - Tianshui,中国-甘肃-天水,China -Gansu - Tianshui,,,未知,,,盛达,Shengda,甘肃兰州,Gansu,矿业、酒店,"Mining, Hotels"
2024,875,65,60.0,850.0,-8%,夫妇,赵延平,Zhao Yanping,男,56,https://res.hurun.net/default/icon_men.jpg,中国-吉林,China- Jilin,中国-吉林,China- Jilin,中国-上海,China-Shanghai,本科,Undergraduate,浙大,,,华测导航,Huace,上海青浦,Shanghai,卫星导航,GPS
2024,875,133,60.0,850.0,0%,个人,甄荣辉,Zhen Ronghui,男,62,https://res.hurun.net/default/icon_men.jpg,,,中国-香港,China-Hong Kong,中国-上海,China-Shanghai,本科,Undergraduate,香港中文大学,,,51job,51job,上海静安,Shanghai,互联网服务,Internet Services
2024,875,-71,60.0,850.0,-24%,家族,周旭明,Zhou Xuming,男,51,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江苏-南京,,,,未知,,,科思股份,Cosmos,江苏南京,Jiangsu,化学品原料,Chemical raw materials
2024,918,-107,59.0,830.0,-23%,家族,陈泽民,Chen Zemin,男,81,https://res.hurun.net/default/icon_men.jpg,,,中国-重庆-江津,China-Chongqing-Jiangjin,中国-河南-郑州,China-Henan-Zhengzhou,本科,Undergraduate,未知,,,三全食品,Sanquan Food,河南郑州,Henan,食品,Food
2024,918,New,59.0,830.0,NEW,个人,刘德,Liu De,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,北京理工大学、美国加州亚帕萨迪Art Center College of Design,,,小米,Xiaomi,北京,Beijing,北京,IoT
2024,918,90,59.0,830.0,-2%,个人,姚劲波,Yao Jinbo,男,48,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-益阳,China-Hunan-Yiyang,中国-北京,China-Beijing,本科,Undergraduate,中国海洋,,,58同城,58,北京,Beijing,生活服务,Life Service
2024,918,-333,59.0,830.0,-41%,夫妇,张亚,Zhang Ya,男,55,https://res.hurun.net/default/icon_men.jpg,,,,,中国-四川-成都,China-Sichuan-Chengdu,,,未知,,,国光电气,Guoguang Electric,四川成都,Sichuan,微波电子器件,Electronic device
2024,918,-397,59.0,830.0,-49%,个人,赵鸿飞,Zhao Hongfei,男,50,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,北京理工,,,中科创达,Thunder,北京,Beijing,智能终端操作系统,Intelligent Terminal Operating System
2024,923,-217,58.0,820.0,-32%,个人,吕建明,Lyu Jiangming,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-杭州,China-Zhejiang-Hangzhou,硕士,Master s,浙大,,,通策医疗,Top Choice Medical,浙江杭州,Zhejiang,医疗器械,Medical devices
2024,923,-175,58.0,820.0,-29%,家族,申东日,Shen Dongri,男,52,https://res.hurun.net/default/icon_men.jpg,中国-黑龙江-江绥化,China-Heilongjiang-Jiang-Jianghua,中国-黑龙江-绥化,China -Heilongjiang - Yuhua,中国-北京,China-Beijing,,,未知,,,朗姿,Lancy,北京,Beijing,服装,Apparel
2024,923,-254,58.0,820.0,-36%,夫妇,王德根,Wang Degen,男,53,https://res.hurun.net/default/icon_men.jpg,,,中国-四川,,中国-四川-成都,Sichuan,,,未知,,,德康农牧,Dekon,四川成都,Sichuan,畜牧业、教育,Animal Husbandry
2024,923,-110,58.0,820.0,-23%,个人,吴城,Wu Cheng,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,国城,Guocheng,北京,Beijing,矿业,Mining
2024,923,-217,58.0,820.0,-32%,家族,吴凯庭,Wu Kaiting,男,未知,https://res.hurun.net/photo/000466_Wu_Kaiting.jpg,,,中国-福建-漳州,China-Fujian-Zhangzhou,中国-福建-漳州,China-Fujian-Zhangzhou,,,未知,,,万利达,Malata,福建漳州,Fujian,电子信息产品,Information technology
2024,923,85,58.0,820.0,-3%,家族,谢识才,Xie Shicai,男,63,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-宁波,China-Zhejiang-Ningbo,本科,Undergraduate,未知,,,博威合金,Boway Alloy Material,浙江宁波,Zhejiang,合金材料,Alloy Materials
2024,923,17,58.0,820.0,-11%,个人,余海军,Yu Haijun,男,50,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-杭州,China-Zhejiang-Hangzhou,本科,Undergraduate,未知,,,宝利德,Baolide,浙江杭州,Zhejiang,汽车销售,Car sales
2024,923,256,58.0,820.0,16%,夫妇,周华松,Zhou Huasong,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-厦门,,,,未知,,,松霖科技,Solex High-tech Industries,福建厦门,Fujian,淋浴设备,Shower equipment
2024,923,-217,58.0,820.0,-32%,夫妇,周文,Zhou Wen,男,59,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,博士,Doctorate,工商管理,,,普利特,Pret Composites,上海青浦,Shanghai,塑料制造、汽车配件,"Plastics manufacturing, automotive parts"
2024,932,-347,57.0,800.0,-43%,父子,陈学利,Chen Xueli,男,73,https://res.hurun.net/photo/000473_Chen_Xueli.jpg,中国-山东-威海,China-Shandong-Weihai,,,中国-山东-威海,China-Shandong-Weihai,,,未知,,,威高,Wego,山东威海,Shandong,医疗器械,Medical devices
2024,932,59,57.0,800.0,-10%,家族,苏增福,Su Zengfu,男,84,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-台州,China-Zhejiang-Taizhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,苏泊尔,Supor,浙江杭州,Zhejiang,厨具、投资,"Kitchen tools, Investments"
2024,932,-119,57.0,800.0,-24%,个人,王富济,Wang Fuji,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-漳州,China-Fujian-Zhangzhou,,,未知,,,片仔癀,Pientzehuang Pharmaceutical,福建漳州,Fujian,医药,Pharmaceuticals
2024,932,8,57.0,800.0,-12%,个人,吴惠芳,Wu Huifang,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-江苏,China -Jiangsu,中国-江苏-,China-Jiangsu -,中国-江苏-苏州,China -Jiangsu-Suzhou,,,未知,,,永钢,Yonggang,江苏苏州,Jiangsu,钢铁,Iron & Steel
2024,932,8,57.0,800.0,-12%,个人,吴永华,Wu Yonghua,男,54,https://res.hurun.net/default/icon_men.jpg,,,中国-福建,China-Fujian,中国-福建-厦门,China-Fujian-Xiamen,,,未知,,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear
2024,932,-177,57.0,800.0,-29%,家族,钟培峰,Zhong Peifeng,男,61,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,硕士,Master s,乔治亚理工,,,晶晨股份,Amlogic,上海浦东,Shanghai,电子,Semiconductor
2024,932,76,57.0,800.0,-5%,个人,周俊杰,Zhou Junjie,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-浙江-杭州,,,,未知,,,银都股份,Yindu Kitchen Equipment,浙江杭州,Zhejiang,餐饮设备,Industrial equipment
2024,939,141,56.0,790.0,0%,个人,刘姗姗,Liu Shanhan,女,未知,https://res.hurun.net/default/icon_women.jpg,,,,,中国-北京,Beijing,,,未知,,,摩尔线程,Moore Thread,北京,Beijing,半导体,Semiconductors
2024,940,150,55.0,770.0,0%,个人,陈妙林,Chen Miaolin,男,72,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,开元旅业,New Century Tourism,浙江杭州,Zhejiang,房地产,Real estate
2024,940,-44,55.0,770.0,-21%,夫妇,陈清州,Chen Qingzhou,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,海能达,Hytera,广东深圳,Guangdong,专业无线通信设备,Communications Equipment
2024,940,68,55.0,770.0,-8%,夫妇,陈育宣,Chen Yuxuan,男,58,https://res.hurun.net/default/icon_men.jpg,中国-江西-九江,China - Jiangxi - Jiujiang,中国-江西-九江,China - Jiangxi - Jiujiang,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,电连技术,Electric Connector,广东深圳,Guangdong,电子元件连接器,Electronic Components
2024,940,68,55.0,770.0,-8%,家族,陈卓贤,Chen Zhuoxian,男,57,https://res.hurun.net/default/icon_men.jpg,中国-广东-中山,China-Guangdong-Zhongshan,中国-广东-中山,China-Guangdong-Zhongshan,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,雅居乐,Agile,广东广州,Guangdong,投资、房地产,"Investments, Real Estate"
2024,940,-185,55.0,770.0,-31%,家族,邓颖忠,Deng Yingzhong,男,73,https://res.hurun.net/default/icon_men.jpg,中国-广东,China-Guangdong,中国-广东,China-Guangdong,中国-广东-中山,China-Guangdong-Zhongshan,,,未知,,,中顺洁柔,Zhongshun,广东中山,Guangdong,生活用纸,Household Products
2024,940,-469,55.0,770.0,-56%,父子,郭振宇,Guo Zhenyu,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-云南-昆明,China-Yunnan-Kunming,中国-云南-昆明,China-Yunnan-Kunming,,,未知,,,贝泰妮,Botanee,云南昆明,Yunnan,护肤品,Skincare
2024,940,New,55.0,770.0,NEW,个人,何德佑,Ho Te-Yu,未知,未知,https://res.hurun.net/default/icon_women.jpg,,,,,台湾基隆,Taiwan,,,未知,,,嘉泽端子,Lotes,台湾基隆,Taiwan,电子元件,Electronic Components
2024,940,-79,55.0,770.0,-25%,家族,何亚民,He Yamin,男,67,https://res.hurun.net/default/icon_men.jpg,中国-四川,China - Sichuan,中国-四川,China - Sichuan,中国-四川-成都,China - Sichuan-Chengdu,,,未知,,,利君股份,Leejun Industrial,四川成都,Sichuan,机械制造,Machinery manufacturing 
