胡润百富榜年份,排名,排名变化,财富(人民币/亿),财富(美元/百万),财富变化,个人信息_人物关系,个人信息_姓名_中文,个人信息_姓名_英文,个人信息_性别,个人信息_年龄,个人信息_照片URL,个人信息_籍贯_中文,个人信息_籍贯_英文,个人信息_出生地_中文,个人信息_出生地_英文,个人信息_常住地_中文,个人信息_常住地_英文,个人信息_教育程度_中文,个人信息_教育程度_英文,个人信息_毕业院校,个人信息_专业_中文,个人信息_专业_英文,企业信息_公司名称_中文,企业信息_公司名称_英文,企业信息_公司总部_中文,企业信息_公司总部_英文,企业信息_行业_中文,企业信息_行业_英文
2024,255,-53,190.0,2680.0,-25%,家族,吴以岭,Wu Yiling,男,75,https://res.hurun.net/photo/000490_Wu_Yiling.jpg,中国-河北-衡水,China-Hebei-Hengshui,中国-河北-衡水,China-Hebei-Hengshui,中国-河北-石家庄,China-Hebei-Shijiazhuang,硕士,Master s,南京中医,,,以岭,Yiling Pharmaceutical,河北石家庄,Hebei,医药,Pharmaceuticals
2024,255,330,190.0,2680.0,90%,个人,项光通,Xiang Guangtong,男,未知,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,China-Zhejiang-Wenzhou,,,未知,,,青山控股,Tsingshan,浙江温州,Zhejiang,钢铁,Steel
2024,255,-32,190.0,2680.0,-19%,家族,周晓萍,Zhou Xiaoping,女,63,https://res.hurun.net/default/icon_women.jpg,中国-江苏-常州,China-Jiangsu-Changzhou,中国-江苏-常州,China-Jiangsu-Changzhou,中国-江苏-常州,China-Jiangsu-Changzhou,,,未知,,,星宇股份,Shinye,江苏常州,Jiangsu,汽车灯具,Automotive lighting 
2024,265,25,185.0,2610.0,0%,家族,曾小山,Zeng Xiaoshan,男,79,https://res.hurun.net/default/icon_men.jpg,中国-湖南-邵东,China -Hunan-Dongdong,中国-湖南-邵东,China -Hunan-Dongdong,中国-湖南-长沙,China -Hunan-Changsha,,,未知,,,曾氏企业,Zengshi,湖南长沙,Hunan,铝业,Aluminum
2024,265,77,185.0,2610.0,12%,个人,陈志平,Chen Zhiping,男,48,https://res.hurun.net/photo/005217_Chen_Zhiping.jpg,,,,,中国-广东-深圳,,,,未知,,,思摩尔,Smoore,广东深圳,Guangdong,电子烟,Consumer Electronics
2024,265,-91,185.0,2610.0,-35%,夫妇,傅利泉,Fu Liquan,男,57,https://res.hurun.net/photo/000172_Fu_Liquan.jpg,中国-浙江,China-Zhejiang,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,浙江电子工业学校,,,大华技术,Dahua Technology,浙江杭州,Zhejiang,软件、电子通讯产品,"Software, Electronic and communication products"
2024,265,-4,185.0,2610.0,-10%,夫妇,黄敏利,Huang Minli,男,59,https://res.hurun.net/default/icon_men.jpg,,,中国-福建-泉州,China-Fujian-Quanzhou,中国-香港,China-Hong Kong,本科,Undergraduate,未知,,,敏华,Manwah,香港,Hong Kong,休闲沙发,Recreational Sofa
2024,265,-28,185.0,2610.0,-16%,个人,黄文仔,Huang Wenzai,男,71,https://res.hurun.net/default/icon_men.jpg,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,China-Guangdong-Guangzhou,硕士,Master s,未知,,,星河湾,Star River,广东广州,Guangdong,房地产、投资,"Real Estate, Investments"
2024,265,-142,185.0,2610.0,-51%,个人,简军,Jian Jun,女,61,https://res.hurun.net/default/icon_women.jpg,,,中国-北京,China -Beijing,中国-北京,China -Beijing,,,未知,,,爱美客,Imeik,北京,Beijing,生物制药,Biotechnology
2024,265,162,185.0,2610.0,37%,个人,梁光伟,Liang Guangwei,男,61,https://res.hurun.net/default/icon_men.jpg,中国-浙江-台州,China-Zhejiang-Taizhou,中国-浙江-台州,China-Zhejiang-Taizhou,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,深圳,,,华强,Huaqiang,广东深圳,Guangdong,投资,Investments
2024,265,25,185.0,2610.0,0%,个人,谢伟通,Xie Weitong,男,67,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,China-Taiwan,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,,未知,,,华友钴业,Huayou Cobalt,浙江嘉兴,Zhejiang,有色金属,Non-ferrous metals
2024,265,New,185.0,2610.0,NEW,家族,许邦福,Hsu Bang-Fu,未知,未知,https://res.hurun.net/default/icon_women.jpg,,China-Zhejiang-Ningbo,中国-浙江-宁波,Taiwan,台湾桃园,Taiwan,硕士,,日本京都大学,,,华城电机,Fortune Electric,台湾桃园,Taiwan,电子元件,Electronic Components
2024,265,60,185.0,2610.0,9%,父子,张双旺,Zhang Shuangwang,男,81,https://res.hurun.net/default/icon_men.jpg,中国-陕西-榆林,China-Shanxi-Yulin,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,中国-内蒙古-鄂尔多斯,China-Inner Mongolia-Ordos,本科,Undergraduate,内蒙古轻工,,,伊泰,Yitai,内蒙古鄂尔多斯,Inner Mongolia,煤炭,Coal
2024,265,-4,185.0,2610.0,-10%,个人,张文中,Zhang Wenzhong,男,62,https://res.hurun.net/photo/000569_Zhang_Wenzhong.jpg,中国-山东,China-Shandong,中国-山东,China-Shandong,中国-北京,China-Beijing,博士,Doctorate,南开、南开、斯坦福,,,物美,WuMart,北京,Beijing,零售,Retail
2024,276,-49,180.0,2540.0,-22%,个人,季琦,Ji Qi,男,58,https://res.hurun.net/photo/000188_Ji_Qi.jpg,中国-江苏-南通,China-Jiangsu-Nantong,中国-江苏-南通,China-Jiangsu-Nantong,中国-上海,China-Shanghai,,,上海交通大学,,,华住,Home Inn,上海闵行,Shanghai,连锁酒店,Hotel chain 
2024,276,-179,180.0,2540.0,-60%,家族,靳保芳,Jin Baofang,男,72,https://res.hurun.net/default/icon_men.jpg,中国-河北-邢台,China-Hebei-Yantai,中国-河北-邢台,China-Hebei-Yantai,中国-河北-邢台,China-Hebei-Yantai,,,未知,,,晶澳科技,JA Solar,河北邢台,Hebei,光伏,Solar Energy
2024,276,49,180.0,2540.0,6%,家族,李洪信,Li Hongxin,男,71,https://res.hurun.net/photo/000407_Li_Hongxin.jpg,中国-山东,China-Shandong,中国-福建,China-Fujian,中国-山东-济宁,China-Shandong-Jining,本科,Undergraduate,未知,,,太阳纸业,Sunpaper,山东济宁,Shandong,造纸,Papermaking 
2024,276,New,180.0,2540.0,NEW,个人,毛文超,Mao Wenchao,未知,未知,https://res.hurun.net/default/icon_women.jpg,,China-Sichuan-Guangyuan,中国-四川-绵阳,Hubei,上海,Shanghai,本科,,上海交通大学,,,小红书,Xiaohongshu,上海,Shanghai,生活服务平台、电商,E-Commerce
2024,276,151,180.0,2540.0,33%,夫妇,王俊民,Wang Junmin,男,56,https://res.hurun.net/photo/000303_Wang_Junmin.jpg,,,中国-辽宁,China-Liaoning,新加坡,China-Singapore-Po,硕士,Master s,沈阳医科、长江商学院,,,海思科,Haisco Pharmaceutical,西藏山南,Tibet,医药,Pharmaceuticals
2024,276,-8,180.0,2540.0,-10%,家族,王树华,Wang Shuhua,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-河北-邯郸,China-Hebei-Hebei,,,未知,,,冀南钢铁,Yuhua Steel,河北邯郸,Hebei,钢铁,Steel
2024,276,66,180.0,2540.0,9%,个人,翁先定,Weng Xianding,男,63,https://res.hurun.net/default/icon_men.jpg,,,,,中国-广东-深圳,,,,未知,,,新产业,New Industries,广东深圳,Guangdong,医疗器械,Health Tech
2024,276,4,180.0,2540.0,-5%,个人,阎志,Yan Zhi,男,52,https://res.hurun.net/photo/000204_Yan_Zhi.jpg,,,中国-湖北-黄冈,China -Hubei - Huanggang,中国-湖北-武汉,China -Hubei-Wuhan,硕士,Master s,武汉大学,,,卓尔,Zhuoer,湖北武汉,Hubei,房地产、投资,"Real estate, Investments"
2024,276,49,180.0,2540.0,6%,夫妇,杨卫东,Yang Weidong,男,56,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,,,未知,,,卫星石化,Zhejiang Satellite Petro Chemical,浙江嘉兴,Zhejiang,化工,Chemicals
2024,276,151,180.0,2540.0,33%,父子,张力,Zhang Li,男,71,https://res.hurun.net/photo/000139_Zhang_Li.jpg,,,中国-广东-广州,China-Guangdong-Guangzhou,中国-广东-广州,China-Guangdong-Guangzhou,博士,Doctorate,美国国立波士顿大学,,,富力地产,R & F,广东广州,Guangdong,投资、房地产,"Investments, Real Estate"
2024,276,-15,180.0,2540.0,-12%,个人,张松桥,Zhang Songqiao,男,60,https://res.hurun.net/default/icon_men.jpg,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,中国-香港,China-Hong Kong,硕士,Master s,党校,,,中渝,Zhongyu,香港,Hong Kong,投资、房地产,"Investments, Real Estate"
2024,276,-39,180.0,2540.0,-18%,个人,周泽荣,Zhou Zerong,男,70,https://res.hurun.net/default/icon_men.jpg,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,侨鑫,Kingold,广东广州,Guangdong,房地产、投资,"Real Estate, Investments"
2024,288,-138,175.0,2460.0,-46%,家族,蒋卫平,Jiang Weiping,男,69,https://res.hurun.net/default/icon_men.jpg,,,中国-四川-成都,China - Sichuan-Chengdu,中国-四川-遂宁,China-Sichuan-Suining,本科,Undergraduate,西华大学,,,天齐锂业,Tianqi,四川遂宁,Sichuan,锂矿,Mining
2024,288,2,175.0,2460.0,-5%,夫妇,潘石屹,Pan Shiyi,男,61,https://res.hurun.net/default/icon_men.jpg,中国-甘肃-天水,China-Gansu-Tianshui,中国-甘肃-天水,China -Gansu - Tianshui,中国-北京,China-Beijing,,,中国石油管道学院,,,SOHO中国,SOHO China,北京,Beijing,投资、房地产,"Investments, Real Estate"
2024,288,-83,175.0,2460.0,-30%,个人,唐彬森,Tang Binsen,男,42,https://res.hurun.net/default/icon_men.jpg,中国-安徽-合肥,China-Anhui,中国-安徽-合肥,China-Anhui,中国-北京,China-Beijing,,,未知,,,元气森林,Genki Forest,北京,Beijing,饮料,Food & Beverage
2024,288,37,175.0,2460.0,3%,夫妇,阳萌,Yang Meng,男,42,https://res.hurun.net/default/icon_men.jpg,,,,,中国-湖南-长沙,,,,未知,,,安克,Anker,湖南长沙,Hunan,电子商务,E-Commerce
2024,288,14,175.0,2460.0,-3%,家族,张静章,Zhang Jingzhang,男,87,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-宁波,China-Zhejiang-Ningbo,中国-浙江-宁波,China-Zhejiang-Ningbo,,,未知,,,海天国际,Haitian,浙江宁波,Zhejiang,注塑机,Injection molding machine
2024,293,-61,170.0,2390.0,-24%,家族,安康,An Kang,男,75,https://res.hurun.net/default/icon_men.jpg,,,中国-河南-新乡,China - Henan - Xinxiang,中国-河南-新乡,China - Henan - Xinxiang,本科,Undergraduate,河南师范大学,,,华兰生物,Hualan Biological Engineering,河南新乡,Henan,生物制药,Biopharmaceuticals
2024,293,-50,170.0,2390.0,-21%,父子,黄立,Huang Li,男,61,https://res.hurun.net/default/icon_men.jpg,,,中国-陕西-西安,China-Shanxi-Xi’an,中国-湖北-武汉,China -Hubei-Wuhan,硕士,Master s,华中科技,,,高德电气,Guide Electrics,湖北武汉,Hubei,电子制造,Electronics
2024,293,32,170.0,2390.0,0%,夫妇,黄茂如,Huang Maoru,男,59,https://res.hurun.net/default/icon_men.jpg,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,未知,,,茂业,Maoye,广东深圳,Guangdong,投资、房地产,"Investments, Real Estate"
2024,293,20,170.0,2390.0,-3%,个人,蒋业华,Jiang Yehua,男,61,https://res.hurun.net/photo/000200_Jiang_Yehua.jpg,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,中国-重庆,China-Chongqing,,,未知,,,华宇,Huayu,重庆,Chongqing,房地产,Real estate
2024,293,178,170.0,2390.0,36%,家族,林耀英,Scott Lin Yao-Ying,男,91,https://res.hurun.net/default/icon_men.jpg,,,,,中国-台湾-台中,China-Taiwan-Taichung,,,未知,,,大立光,Largan,台湾台北,Taiwan,电子元件,Electronic Components
2024,293,32,170.0,2390.0,0%,个人,戚振波,Qi Zhenbo,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,,,未知,,,美腕,Meione,上海,Shanghai,新零售,New Retail
2024,293,-50,170.0,2390.0,-21%,父子,钱东奇,Qian Dongqi,男,66,https://res.hurun.net/photo/000409_Qian_Dongqi.jpg,中国-江苏-南京,China-Jiangsu-Nanjing,中国-江苏-南京,China-Jiangsu-Nanjing,中国-江苏-苏州,China-Jiangsu-Suzhou,硕士,Master s,南大、南大,,,科沃斯,Ecovacs,江苏苏州,Jiangsu,机器人,Robot
2024,293,113,170.0,2390.0,21%,家族,肖永明,Xiao Yongming,男,60,https://res.hurun.net/default/icon_men.jpg,,,中国-四川-资阳,China -Sichuan-Ziyang,中国-北京,China-Beijing,,,未知,,,藏格矿业,Zangge Mining,青海格尔木,Qinghai,矿产,Mining
2024,293,32,170.0,2390.0,0%,个人,邢李㷧,Michael Ying Lee-yuen,男,75,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,思捷环球,Esprit,香港,Hong Kong,投资,Investments
2024,293,65,170.0,2390.0,6%,个人,张帆,Zhang Fan,男,59,https://res.hurun.net/photo/000061_Zhang_Fan.jpg,中国-四川-成都,China-Sichuan-Chengdu,中国-四川-成都,China - Sichuan-Chengdu,中国-广东-深圳,China-Guangdong-Shenzhen,本科,Undergraduate,电子科技,,,汇顶科技,Goodix,广东深圳,Guangdong,半导体芯片,Electronic Components
2024,293,-153,170.0,2390.0,-51%,个人,张宏伟,Zhang Hongwei,男,70,https://res.hurun.net/photo/000064_Zhang_Hongwei.jpg,中国-黑龙江,China-Heilongjiang,中国-黑龙江-哈尔滨,China - Heilongjiang - Harbin,中国-北京,China-Beijing,硕士,Master s,哈尔滨建筑工程学院,,,东方,Orient,北京,Beijing,能源、零售,"Energy, Retail"
2024,293,New,170.0,2390.0,NEW,个人,周胜馥,Chow Shing Yuk,男,47,https://res.hurun.net/default/icon_men.jpg,,,,,中国-香港,China-Hong Kong,,,未知,,,拉拉科技,Lalatech,广东深圳,Guangdong,货运物流,Transportation & Logistics
2024,293,162,170.0,2390.0,31%,家族,邹支农,Zou Zhinong,男,56,https://res.hurun.net/default/icon_men.jpg,,,,,中国-江苏-苏州,,,,未知,,,天孚通信,Tfc Optical,江苏苏州,Jiangsu,通信设备,Manufacturing
2024,306,-16,165.0,2320.0,-11%,个人,蔡东晨,Cai Dongchen,男,71,https://res.hurun.net/default/icon_men.jpg,中国-河北-石家庄,China-Hebei-Shijiazhuang,中国-河北-石家庄,China-Hebei-Shijiazhuang,中国-河北-石家庄,China-Hebei-Shijiazhuang,硕士,Master s,南开,,,石药,CSPC Pharmaceutical,河北石家庄,Hebei,医药,Pharmaceuticals
2024,306,-4,165.0,2320.0,-8%,家族,陈凯臣,Chen Kaichen,男,未知,https://res.hurun.net/default/icon_men.jpg,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-揭阳,China-Guangdong-Jieyang,中国-广东-广州,China-Guangdong-Guangzhou,,,未知,,,立白,Liby,广东广州,Guangdong,日化用品,Personal Care
2024,306,-63,165.0,2320.0,-23%,夫妇,邓伟明,Deng Weiming,男,56,https://res.hurun.net/default/icon_men.jpg,,,中国-湖南-长沙,China -Hunan-Changsha,中国-湖南-长沙,China -Hunan-Changsha,,,未知,,,中伟股份,Cngr,湖南长沙,Hunan,工业产品,Industrial Products
2024,306,100,165.0,2320.0,18%,个人,利约翰,John Leigh,男,70,https://res.hurun.net/default/icon_men.jpg,,,,,中国-香港,China-Hong Kong,,,未知,,,中电,CLP,香港,Hong Kong,能源,Energy
2024,306,36,165.0,2320.0,0%,家族,邵钦祥,Shao Qinxiang,男,70,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-金华,China-Zhejiang-Jinhua,中国-浙江-金华,China-Zhejiang-Jinhua,,,未知,,,花园,Garden,浙江金华,Zhejiang,工业制造、房地产,"Industrial manufacturing, real estate"
2024,306,36,165.0,2320.0,0%,夫妇,王华君,Wang Junhua,男,54,https://res.hurun.net/default/icon_men.jpg,,,中国-江西-九江,China - Jiangxi - Jiujiang,中国-广东-深圳,China-Guangdong-Shenzhen,硕士,Master s,未知,,,裕同包装,Yuto Packaging,广东深圳,Guangdong,包装,Packaging
2024,306,-135,165.0,2320.0,-43%,个人,王文京,Wang Wenjing,男,60,https://res.hurun.net/photo/000071_Wang_Wenjing.jpg,中国-江西-上饶,China-Jiangxi-Shangrao,中国-江西-上饶,China-Jiangxi-Shangrao,中国-北京,China-Beijing,本科,Undergraduate,江西财经大学,,,用友,Yonyou,北京,Beijing,软件与信息服务,Software and Information Services
2024,306,-38,165.0,2320.0,-18%,家族,王希成,Wang Xicheng,男,76,https://res.hurun.net/default/icon_men.jpg,,,中国-山东,China-Shandong,中国-山东-烟台,China-Shandong-Yantai,,,未知,,,玲珑轮胎,Linglong ,山东烟台,Shandong,轮胎,Tires 
2024,306,-38,165.0,2320.0,-18%,个人,吴少勋,Wu Shaoxun,男,68,https://res.hurun.net/photo/000360_Wu_Shaoxun.jpg,,,中国-湖北-黄石,China -Hubei - Yellowstone,中国-湖北-黄石,China -Hubei - Yellowstone,本科,Undergraduate,黄石市党校,,,劲牌,Jingjiu,湖北黄石,Hubei,保健酒,Food & Beverages
2024,306,36,165.0,2320.0,0%,家族,徐乘,Xu Cheng,男,72,https://res.hurun.net/default/icon_men.jpg,中国-台湾-台北,China-Taiwan-Taipei,中国-台湾-台北,China-Taiwan-Taipei,中国-广东-东莞,China-Guangdong-Dongguan,,,未知,,,徐福记,Hsu Fu Chi,广东东莞,Guangdong,食品,Food & Beverages
2024,306,19,165.0,2320.0,-3%,家族,虞锋,Yu Feng,男,61,https://res.hurun.net/default/icon_men.jpg,中国-上海,China-Shanghai,中国-上海,China-Shanghai,中国-上海,China-Shanghai,本科,Undergraduate,中欧国际工商学院,,,云锋基金,YF Capital,上海徐汇,Shanghai,投资,Investments
2024,306,36,165.0,2320.0,0%,个人,张万镇,Zhang Wanzhen,男,75,https://res.hurun.net/default/icon_men.jpg,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-潮州,China-Guangdong-Chaozhou,中国-广东-潮州,China-Guangdong-Chaozhou,,,未知,,,三环,Three-Circle,广东潮州,Guangdong,通信部件、电子元器件,Electronic Components
2024,318,153,160.0,2250.0,28%,夫妇,陈爱莲,Chen Ailian,男,66,https://res.hurun.net/default/icon_men.jpg,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,China-Zhejiang-Shaoxing,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,,北京师范大学,,,万丰,Wanfeng Auto,浙江绍兴,Zhejiang,智能制造、投资,Automobile parts
2024,318,70,160.0,2250.0,10%,个人,陈明永,Chen Mingyong,男,55,https://res.hurun.net/default/icon_men.jpg,中国-四川-达州,China-Sichuan-Dazhou,中国-四川-达州,China - Sichuan - Dazhou,中国-广东-东莞,China-Guangdong-Dongguan,本科,Undergraduate,浙大,,,OPPO,OPPO,广东东莞,Guangdong,消费电子产品,Consumer Electronics
2024,318,40,160.0,2250.0,0%,家族,陈谭庆芬,Chan Tan Ching Fen,男,未知,https://res.hurun.net/default/icon_men.jpg,,,,,中国-香港,China-Hong Kong,,,未知,,,恒隆,Hang Lung,香港,Hong Kong,房地产,Estate Holding
2024,318,-38,160.0,2250.0,-16%,个人,冯海良,Feng Hailiang,男,64,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江,China-Zhejiang,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,,未知,,,海亮,Hailiang,浙江绍兴,Zhejiang,铜加工、投资,"Copper, Investments"
2024,318,24,160.0,2250.0,-3%,个人,葛卫东,Ge Weidong,男,55,https://res.hurun.net/default/icon_men.jpg,,,,,中国-上海,China-Shanghai,本科,Undergraduate,四川大学,,,混沌投资,Hundun,上海浦东,Shanghai,投资,Investments
2024,318,40,160.0,2250.0,0%,个人,梁绍鸿,Edwin Leong,男,72,https://res.hurun.net/default/icon_men.jpg,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,大鸿辉,Tai Hung Fai,香港,Hong Kong,房地产,Estate Holding
2024,318,7,160.0,2250.0,-6%,个人,穆荣均,Mu Rongjun,男,44,https://res.hurun.net/photo/000482_Mu_Rongjun.jpg,,,,,中国-北京,China-Beijing,硕士,Master s,清华、清华,,,美团,Meituan,北京,Beijing,生活服务,Life Service
2024,318,24,160.0,2250.0,-3%,个人,彭蕾,Peng Lei,男,53,https://res.hurun.net/default/icon_men.jpg,,,,,新加坡,China-Singapore-Po,,,未知,,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech"
2024,318,40,160.0,2250.0,0%,家族,伍步高,Michael Wu Po-kong,男,80,https://res.hurun.net/default/icon_men.jpg,中国-广东-佛山,China-Guangdong-Foshan,中国-香港,China-Hong Kong,中国-香港,China-Hong Kong,,,未知,,,永隆,Wing Lung Bank,香港,Hong Kong,银行业,Banking
2024,327,-74,155.0,2180.0,-26%,个人,程一笑,Cheng Yixiao,男,39,https://res.hurun.net/photo/004960_Cheng_Yixiao.jpg,,,,,中国-北京,China-Beijing,,,未知,,,快手科技,Kuaishou,北京,Beijing,传媒娱乐,Media & Entertainment
2024,327,-153,155.0,2180.0,-46%,家族,李丐腾,Li Gaiteng,男,52,https://res.hurun.net/photo/000225_Li_Gaiteng.jpg,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-浙江-温州,China-Zhejiang-Wenzhou,中国-上海,China-Shanghai,硕士,Master s,未知,,,飞科电器,Flyco,上海松江,Shanghai,小家电,Small home appliances
2024,327,50,155.0,2180.0,3%,家族,林明成,Lin Ming-Cheng,男,81,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,华南金控,Hua Nan,台湾台北,Taiwan,金融服务,Financial Services
2024,327,43,155.0,2180.0,0%,个人,罗家宝,Law Kar Po,男,75,https://res.hurun.net/default/icon_men.jpg,,,,,中国-香港,China-Hong Kong,,,未知,,,百乐,Lobo Investment,香港,Hong Kong,房地产,Estate Holding
2024,327,-25,155.0,2180.0,-14%,夫妇,吴冠江,Wu Guanjiang,男,56,https://res.hurun.net/default/icon_men.jpg,中国-四川-乐山,China-Sichuan-Leshan,中国-四川-乐山,China - Sichuan - Leshan,中国-重庆,China-Chongqing,,,未知,,,智飞生物,Zhifei,重庆,Chongqing,疫苗,Medicine 
2024,327,-113,155.0,2180.0,-35%,夫妇,谢良志,Xie Liangzhi,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-北京,,,,未知,,,神州,Sinocelltech,北京,Beijing,生物制药,Biotech
2024,327,61,155.0,2180.0,7%,家族,张荣华,Zhang Ronghua,女,55,https://res.hurun.net/default/icon_women.jpg,中国-天津,China-Tianjin,中国-天津,China-Tianjin,中国-天津,China-Tianjin,硕士,Master s,未知,,,荣程,Rockcheck,天津,Tianjin,钢铁,Steel
2024,327,-84,155.0,2180.0,-28%,个人,周鸿祎,Zhou Hongyi,男,54,https://res.hurun.net/photo/000063_Zhou_Hongyi.jpg,中国-湖北-黄冈,China-Hubei-Huanggang,中国-湖北-黄冈,China -Hubei - Huanggang,中国-北京,China-Beijing,硕士,Master s,西安交通大学电信学院,,,三六零安全科技,360 Security Technology,北京,Beijing,网络信息服务,Cyber Security
2024,335,7,150.0,2110.0,-9%,家族,蔡东青,Cai Dongqing,男,55,https://res.hurun.net/default/icon_men.jpg,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,中国-广东-汕头,China-Guangdong-Shantou,硕士,Master s,未知,,,奥飞娱乐,Alpha Animation,广东汕头,Guangdong,动漫,Media & Entertainment
2024,335,92,150.0,2110.0,11%,个人,黄绍武,Huang Shaowu,男,54,https://res.hurun.net/default/icon_men.jpg,中国-江西-九江,China-Jiangxi-Jiujiang,中国-江西-九江,China - Jiangxi - Jiujiang,中国-广东-深圳,China-Guangdong-Shenzhen,,,未知,,,神州通,SinoPostgraduate,广东深圳,Guangdong,投资,Investments
2024,335,-147,150.0,2110.0,-44%,夫妇,李留法,Li Liufa,男,65,https://res.hurun.net/photo/000233_Li_Liufa.jpg,,,中国-河南-平顶山,China -Henan - Pingding Mountain,中国-河南-平顶山,China -Henan - Pingding Mountain,,,北京大学光华管理学院,,,天瑞,Tianrui,河南平顶山,Henan,水泥、铝业,"Cement, Aluminum"
2024,335,-98,150.0,2110.0,-32%,个人,倪永培,Ni Yongpei,男,72,https://res.hurun.net/default/icon_men.jpg,中国-安徽-六安,China-Anhui-Six-An,中国-安徽-六安,China-Anhui-Six-An,中国-安徽-六安,China-Anhui-Six-An,,,未知,,,迎驾,Yingjia,安徽六安,Anhui,白酒,Spirit
2024,335,250,150.0,2110.0,50%,父子,任元林,Ren Yuanlin,男,71,https://res.hurun.net/default/icon_men.jpg,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,中国-江苏-无锡,China-Jiangsu-Wuxi,,,未知,,,扬子江船业,Yangzijiang Shipbuilding,江苏无锡,Jiangsu,造船,Shipbuilding 
2024,335,23,150.0,2110.0,-6%,夫妇,王水福,Wang Shuifu,男,69,https://res.hurun.net/default/icon_men.jpg,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,中国-浙江-杭州,China-Zhejiang-Hangzhou,,,未知,,,西子联合控股,Xizi,浙江杭州,Zhejiang,电梯、锅炉、房地产,"Elevators, boilers, real estate"
2024,335,42,150.0,2110.0,0%,个人,魏应州,Wei Ing-Chou,男,70,https://res.hurun.net/default/icon_men.jpg,中国-福建-龙岩,China-Fujian-Longyan,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages
2024,335,186,150.0,2110.0,30%,家族,许昆泰,Hsu Kun-Tai,男,68,https://res.hurun.net/default/icon_men.jpg,,,中国-台湾,China-Taiwan,中国-台湾-台北,China-Taiwan-Taipei,,,未知,,,蓝天,Clevo,台湾台北,Taiwan,消费电子产品,Consumer and Industry Electronics
2024,335,23,150.0,2110.0,-6%,个人,张雷,Zhang Lei,男,48,https://res.hurun.net/default/icon_men.jpg,,,中国-江苏-无锡,China-Jiangsu,中国-江苏-无锡,China-Jiangsu,,,未知,,,远景能源,Envision,江苏无锡,Jiangsu,风电,Wind Power
2024,335,-55,150.0,2110.0,-21%,个人,赵丰刚,Zhao Fenggang,男,58,https://res.hurun.net/default/icon_men.jpg,,,,,中国-福建-宁德,China-Fujian-Ningde,硕士,Master s,中国科技大学,,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology
2024,345,-32,145.0,2040.0,-17%,个人,池宇峰,Chi Yufeng,男,53,https://res.hurun.net/default/icon_men.jpg,中国-湖北,China-Hubei,中国-湖北,China - Hubei,中国-北京,China-Beijing,硕士,Master s,清华大学,,,完美世界,Perfect World,北京,Beijing,网游、影视娱乐,"Online Games, Entertainment"
