title,authors,conference_name,conference_year,link
A graph similarity for deep learning.,Seongmin Ok,34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0004d0b59e19461ff126e3a08a814c33-Abstract.html
An Unsupervised Information-Theoretic Perceptual Quality Metric.,"Sangnie Bhardwaj, Ian Fischer, Johannes Ballé, Troy T. Chinen",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/00482b9bed15a272730fcb590ffebddd-Abstract.html
Self-Supervised MultiModal Versatile Networks.,"Jean-Baptiste Alayrac, Adrià Recasens, Rosalia Schneider, Relja Arandjelovic, Jason Ramapuram, Jeffrey De Fauw, Lucas Smaira, Sander Dieleman, Andrew Zisserman",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0060ef47b12160b9198302ebdb144dcf-Abstract.html
"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method.","Simiao Ren, Willie Padilla, Jordan M. Malof",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/007ff380ee5ac49ffc34442f5c2a2b86-Abstract.html
Off-Policy Evaluation and Learning for External Validity under a Covariate Shift.,"Masatoshi Uehara, Masahiro Kato, Shota Yasui",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0084ae4bc24c0795d1e6a4f58444d39b-Abstract.html
Neural Methods for Point-wise Dependency Estimation.,"Yao-Hung Hubert Tsai, Han Zhao, Makoto Yamada, Louis-Philippe Morency, Ruslan Salakhutdinov",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/00a03ec6533ca7f5c644d198d815329c-Abstract.html
Fast and Flexible Temporal Point Processes with Triangular Maps.,"Oleksandr Shchur, Nicholas Gao, Marin Bilos, Stephan Günnemann",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/00ac8ed3b4327bdd4ebbebcb2ba10a00-Abstract.html
Backpropagating Linearly Improves Transferability of Adversarial Examples.,"Yiwen Guo, Qizhang Li, Hao Chen",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/00e26af6ac3b1c1c49d7c3d79c60d000-Abstract.html
PyGlove: Symbolic Programming for Automated Machine Learning.,"Daiyi Peng, Xuanyi Dong, Esteban Real, Mingxing Tan, Yifeng Lu, Gabriel Bender, Hanxiao Liu, Adam Kraft, Chen Liang, Quoc Le",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/012a91467f210472fab4e11359bbfef6-Abstract.html
Fourier Sparse Leverage Scores and Approximate Kernel Learning.,"Tamás Erdélyi, Cameron Musco, Christopher Musco",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/012d9fe15b2493f21902cd55603382ec-Abstract.html
Improved Algorithms for Online Submodular Maximization via First-order Regret Bounds.,"Nicholas J. A. Harvey, Christopher Liaw, Tasuku Soma",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0163cceb20f5ca7b313419c068abd9dc-Abstract.html
Synbols: Probing Learning Algorithms with Synthetic Datasets.,"Alexandre Lacoste, Pau Rodríguez López, Frederic Branchaud-Charron, Parmida Atighehchian, Massimo Caccia, Issam Hadj Laradji, Alexandre Drouin, Matt Craddock, Laurent Charlin, David Vázquez",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0169cf885f882efd795951253db5cdfb-Abstract.html
Adversarially Robust Streaming Algorithms via Differential Privacy.,"Avinatan Hassidim, Haim Kaplan, Yishay Mansour, Yossi Matias, Uri Stemmer",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0172d289da48c48de8c5ebf3de9f7ee1-Abstract.html
Trading Personalization for Accuracy: Data Debugging in Collaborative Filtering.,"Long Chen, Yuan Yao, Feng Xu, Miao Xu, Hanghang Tong",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/019fa4fdf1c04cf73ba25aa2223769cd-Abstract.html
Cascaded Text Generation with Markov Transformers.,"Yuntian Deng, Alexander M. Rush",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/01a0683665f38d8e5e567b3b15ca98bf-Abstract.html
Improving Local Identifiability in Probabilistic Box Embeddings.,"Shib Sankar Dasgupta, Michael Boratko, Dongxu Zhang, Luke Vilnis, Xiang Li, Andrew McCallum",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/01c9d2c5b3ff5cbba349ec39a570b5e3-Abstract.html
Permute-and-Flip: A new mechanism for differentially private selection.,"Ryan McKenna, Daniel Sheldon",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/01e00f2f4bfcbb7505cb641066f2859b-Abstract.html
Deep reconstruction of strange attractors from time series.,William Gilpin,34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/021bbc7ee20b71134d53e20206bd6feb-Abstract.html
Reciprocal Adversarial Learning via Characteristic Functions.,"Shengxi Li, Zeyang Yu, Min Xiang, Danilo P. Mandic",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/021f6dd88a11ca489936ae770e4634ad-Abstract.html
Statistical Guarantees of Distributed Nearest Neighbor Classification.,"Jiexin Duan, Xingye Qiao, Guang Cheng",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/022e0ee5162c13d9a7bb3bd00fb032ce-Abstract.html
Stein Self-Repulsive Dynamics: Benefits From Past Samples.,"Mao Ye, Tongzheng Ren, Qiang Liu",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/023d0a5671efd29e80b4deef8262e297-Abstract.html
The Statistical Complexity of Early-Stopped Mirror Descent.,"Tomas Vaskevicius, Varun Kanade, Patrick Rebeschini",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/024d2d699e6c1a82c9ba986386f4d824-Abstract.html
Algorithmic recourse under imperfect causal knowledge: a probabilistic approach.,"Amir-Hossein Karimi, Bodo Julius von Kügelgen, Bernhard Schölkopf, Isabel Valera",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/02a3c7fb3f489288ae6942498498db20-Abstract.html
Quantitative Propagation of Chaos for SGD in Wide Neural Networks.,"Valentin De Bortoli, Alain Durmus, Xavier Fontaine, Umut Simsekli",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/02e74f10e0327ad868d138f2b4fdd6f0-Abstract.html
A Causal View on Robustness of Neural Networks.,"Cheng Zhang, Kun Zhang, Yingzhen Li",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/02ed812220b0705fabb868ddbf17ea20-Abstract.html
Minimax Classification with 0-1 Loss and Performance Guarantees.,"Santiago Mazuelas, Andrea Zanoni, Aritz Pérez",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/02f657d55eaf1c4840ce8d66fcdaf90c-Abstract.html
How to Learn a Useful Critic? Model-based Action-Gradient-Estimator Policy Optimization.,"Pierluca D'Oro, Wojciech Jaskowski",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/03255088ed63354a54e0e5ed957e9008-Abstract.html
Coresets for Regressions with Panel Data.,"Lingxiao Huang, K. Sudhir, Nisheeth K. Vishnoi",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/03287fcce194dbd958c2ec5b33705912-Abstract.html
Learning Composable Energy Surrogates for PDE Order Reduction.,"Alex Beatson, Jordan T. Ash, Geoffrey Roeder, Tianju Xue, Ryan P. Adams",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0332d694daab22e0e0eaf7a5e88433f9-Abstract.html
Efficient Contextual Bandits with Continuous Actions.,"Maryam Majzoubi, Chicheng Zhang, Rajan Chari, Akshay Krishnamurthy, John Langford, Aleksandrs Slivkins",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/033cc385728c51d97360020ed57776f0-Abstract.html
Achieving Equalized Odds by Resampling Sensitive Attributes.,"Yaniv Romano, Stephen Bates, Emmanuel J. Candès",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/03593ce517feac573fdaafa6dcedef61-Abstract.html
Multi-Robot Collision Avoidance under Uncertainty with Probabilistic Safety Barrier Certificates.,"Wenhao Luo, Wen Sun, Ashish Kapoor",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/03793ef7d06ffd63d34ade9d091f1ced-Abstract.html
Hard Shape-Constrained Kernel Machines.,"Pierre-Cyril Aubin-Frankowski, Zoltán Szabó",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/03fa2f7502f5f6b9169e67d17cbf51bb-Abstract.html
A Closer Look at the Training Strategy for Modern Meta-Learning.,"Jiaxin Chen, Xiao-Ming Wu, Yanke Li, Qimai Li, Li-Ming Zhan, Fu-Lai Chung",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/0415740eaa4d9decbc8da001d3fd805f-Abstract.html
On the Value of Out-of-Distribution Testing: An Example of Goodhart's Law.,"Damien Teney, Ehsan Abbasnejad, Kushal Kafle, Robik Shrestha, Christopher Kanan, Anton van den Hengel",34th NeurIPS 2020,2020,https://proceedings.neurips.cc/paper/2020/hash/045117b0e0a11a242b9765e79cbf113f-Abstract.html
